listing_id,date
763422,2015-03-09
763422,2015-04-24
763422,2015-05-06
763422,2015-06-06
763422,2015-06-23
763422,2015-07-06
763422,2015-07-10
763422,2015-07-18
763422,2015-09-07
763422,2015-09-21
763422,2015-09-25
763422,2015-10-10
763422,2015-10-16
763422,2015-10-26
763422,2015-11-02
763422,2015-11-09
763422,2015-11-15
763422,2015-11-17
763422,2015-12-30
763422,2016-01-02
763422,2016-01-05
763422,2016-01-09
763422,2016-03-08
763422,2016-03-19
763422,2016-04-01
763422,2016-04-06
763422,2016-04-09
763422,2016-04-10
763422,2016-04-16
763422,2016-04-22
763422,2016-04-23
763422,2016-04-24
763422,2016-05-15
763422,2016-06-05
763422,2016-06-07
763422,2016-06-26
763422,2016-07-03
763422,2016-07-11
763422,2016-08-29
763422,2016-09-10
763422,2016-09-20
763422,2016-10-02
763422,2016-10-08
763422,2016-10-09
763422,2016-11-10
763422,2016-11-20
763422,2016-11-27
763422,2016-12-01
763422,2016-12-04
763422,2016-12-21
763422,2016-12-30
763422,2017-01-02
763422,2017-01-06
763422,2017-01-17
763422,2017-01-27
763422,2017-01-28
763422,2017-02-17
763422,2017-03-17
763422,2017-03-19
763422,2017-03-26
763422,2017-03-27
763422,2017-03-30
763422,2017-04-02
763422,2017-04-23
763422,2017-04-26
763422,2017-05-12
763422,2017-05-20
763422,2017-05-23
763422,2017-05-25
763422,2017-05-26
763422,2017-06-02
763422,2017-06-06
763422,2017-06-10
763422,2017-06-11
763422,2017-06-19
763422,2017-06-25
763422,2017-06-28
763422,2017-06-30
763422,2017-08-20
763422,2017-08-26
763422,2017-09-08
763422,2017-09-10
763422,2017-09-24
763422,2017-10-07
763422,2017-11-04
763422,2017-11-18
763422,2017-11-19
763422,2017-11-30
763422,2017-12-24
763422,2017-12-29
763422,2017-12-30
763422,2018-01-06
763422,2018-01-07
763422,2018-01-20
763422,2018-01-21
763422,2018-02-01
763422,2018-03-10
763422,2018-03-18
763422,2018-04-02
763422,2018-04-11
763422,2018-04-15
763422,2018-04-21
763422,2018-04-28
763422,2018-05-19
763422,2018-05-25
763422,2018-05-28
763422,2018-06-03
763422,2018-06-04
763422,2018-06-17
763422,2018-06-18
763422,2018-06-24
763422,2018-06-27
763422,2018-07-01
763422,2018-07-08
763422,2018-07-16
763422,2018-08-29
763422,2018-08-30
763422,2018-08-31
763422,2018-09-03
763422,2018-09-05
763422,2018-09-09
763422,2018-09-12
763422,2018-09-13
763422,2018-09-16
763422,2018-09-17
763422,2018-09-27
763422,2018-09-30
763422,2018-10-04
763422,2018-11-11
763422,2018-11-17
763422,2018-11-19
763422,2018-11-25
763422,2018-11-30
763422,2018-12-08
763422,2018-12-15
763422,2018-12-21
763422,2018-12-31
763422,2019-01-05
763422,2019-01-13
763422,2019-01-21
763422,2019-01-24
763422,2019-01-26
763422,2019-02-08
763422,2019-02-09
763422,2019-02-24
763422,2019-03-01
763422,2019-03-14
763422,2019-03-16
763422,2019-03-24
763422,2019-03-31
763422,2019-04-06
763422,2019-04-13
763422,2019-05-06
763422,2019-05-09
763422,2019-05-12
763422,2019-05-19
763422,2019-05-27
763422,2019-05-31
763422,2019-06-01
763422,2019-06-06
763422,2019-06-07
763422,2019-06-08
763422,2019-06-09
763422,2019-06-11
763422,2019-06-17
763422,2019-06-20
763422,2019-06-21
763422,2019-06-24
763422,2019-07-07
763422,2019-07-15
763422,2019-07-19
763422,2019-08-16
763422,2019-08-20
763422,2019-09-02
763422,2019-09-23
763422,2019-09-26
763422,2019-09-29
763422,2019-10-12
763422,2019-11-09
763422,2019-11-11
763422,2019-11-17
763422,2019-11-22
763422,2019-11-24
763422,2019-11-29
763422,2019-11-30
763422,2019-12-06
763422,2019-12-20
763422,2019-12-22
763422,2019-12-23
763422,2019-12-26
763422,2019-12-28
763422,2020-01-01
763422,2020-01-03
763422,2020-01-19
763422,2020-01-24
763422,2020-01-31
763422,2020-02-06
763422,2020-02-09
763422,2020-02-21
763422,2020-03-07
763422,2020-03-08
763422,2020-03-13
763422,2020-03-15
763422,2020-05-23
763422,2020-07-09
763422,2020-07-15
763422,2020-07-19
763422,2020-07-24
763422,2020-07-25
763422,2020-08-17
763422,2020-08-20
763422,2020-08-21
763422,2020-09-06
763422,2020-09-17
763422,2020-09-20
763422,2021-01-17
763422,2021-02-03
763422,2021-02-21
763422,2021-03-14
763422,2021-03-16
763422,2021-03-21
763422,2021-04-03
763422,2021-04-07
763422,2021-04-18
763422,2021-05-02
763422,2021-05-08
763422,2021-05-13
763422,2021-05-14
763422,2021-05-15
763422,2021-05-16
763422,2021-05-22
763422,2021-05-26
763422,2021-05-30
763422,2021-05-31
763422,2021-06-06
763422,2021-06-08
763422,2021-06-14
763422,2021-06-16
763422,2021-06-19
763422,2021-06-20
763422,2021-06-24
763422,2021-06-26
763422,2021-06-28
763422,2021-07-01
763422,2021-07-02
763422,2021-07-03
763422,2021-07-09
763422,2021-07-10
763422,2021-07-11
763422,2021-07-12
763422,2021-07-14
763422,2021-08-19
763422,2021-08-21
763422,2021-08-22
763422,2021-08-23
763422,2021-08-24
763422,2021-08-26
763422,2021-08-27
763422,2021-09-23
763422,2021-09-29
763422,2021-10-03
763422,2021-10-10
763422,2021-10-14
763422,2021-10-17
763422,2021-10-28
763422,2021-10-31
763422,2021-11-01
763422,2021-11-05
763422,2021-11-07
763422,2021-11-12
763422,2021-11-13
763422,2021-11-17
763422,2021-11-20
763422,2021-11-21
763422,2021-11-26
763422,2021-12-05
763422,2022-01-01
763422,2022-01-03
763422,2022-01-22
763422,2022-01-30
763422,2022-02-13
763422,2022-02-20
763422,2022-03-11
763422,2022-03-14
763422,2022-03-20
763422,2022-03-22
763422,2022-03-23
763422,2022-03-30
763422,2022-04-03
763422,2022-04-07
763422,2022-04-10
763422,2022-04-16
763422,2022-04-17
763422,2022-04-21
763422,2022-04-25
763422,2022-05-25
763422,2022-05-30
763422,2022-05-31
763422,2022-06-02
763422,2022-06-10
763422,2022-06-26
763422,2022-06-29
763422,2022-07-01
763422,2022-07-17
763422,2022-07-20
763422,2022-07-21
763422,2022-08-27
763422,2022-09-05
763422,2022-09-22
763422,2022-10-10
763422,2022-10-13
763422,2022-10-19
763422,2022-10-27
763422,2022-10-29
763422,2022-10-30
763422,2022-11-04
763422,2022-11-08
763422,2022-11-09
763422,2022-11-13
763422,2022-11-16
763422,2022-11-28
763422,2022-12-09
763422,2022-12-15
763422,2022-12-18
763422,2022-12-30
763422,2023-01-07
763422,2023-01-29
763422,2023-01-30
763422,2023-02-03
763422,2023-02-10
763422,2023-02-13
763422,2023-03-16
763422,2023-03-23
763422,2023-03-25
763422,2023-03-31
763422,2023-04-03
763422,2023-04-05
763422,2023-04-15
763422,2023-04-17
763422,2023-04-27
763422,2023-05-03
763422,2023-05-14
763422,2023-05-24
763422,2023-05-30
763422,2023-05-31
763422,2023-06-03
763422,2023-06-23
763422,2023-06-26
763422,2023-07-06
763422,2023-07-09
763422,2023-07-13
763422,2023-07-16
763422,2023-07-20
763422,2023-07-21
763422,2023-08-21
763422,2023-08-27
763422,2023-09-15
763422,2023-09-17
763422,2023-10-01
763422,2023-10-26
763422,2023-11-02
763422,2023-11-03
763422,2023-11-06
763422,2023-11-12
763422,2023-11-30
763422,2023-12-29
763422,2024-01-01
763422,2024-01-03
763422,2024-01-06
763422,2024-02-08
763422,2024-02-12
763422,2024-02-18
763422,2024-03-07
763422,2024-04-05
763422,2024-04-28
763422,2024-05-30
763422,2024-06-06
763422,2024-06-08
763422,2024-06-09
763422,2024-06-12
878959,2013-03-18
878959,2014-01-27
878959,2014-05-22
878959,2014-05-31
878959,2014-07-14
878959,2015-01-03
878959,2015-04-08
878959,2016-05-13
878959,2017-07-12
878959,2017-09-15
878959,2018-01-01
878959,2018-05-10
878959,2021-08-11
878959,2021-09-03
878959,2022-04-24
878959,2022-07-04
878959,2022-10-14
878959,2022-12-31
878959,2023-04-05
878959,2023-05-03
1322782,2015-03-28
1322782,2015-05-04
1322782,2015-05-17
1322782,2015-05-25
1322782,2015-06-24
1322782,2015-07-14
1322782,2016-03-12
1322782,2016-04-01
1322782,2016-04-17
1322782,2016-05-24
1322782,2016-05-29
1322782,2016-06-30
1322782,2016-09-19
1322782,2017-04-06
1322782,2017-04-10
1322782,2017-05-05
1322782,2017-05-11
1322782,2017-05-17
1322782,2017-05-20
1322782,2017-05-27
1322782,2017-06-03
1322782,2017-06-09
1322782,2017-06-14
1322782,2017-06-20
1322782,2017-06-25
1322782,2017-07-02
1322782,2017-07-07
1322782,2017-07-10
1322782,2017-07-15
1322782,2017-07-25
1322782,2017-08-09
1322782,2017-08-16
1322782,2017-08-19
1322782,2017-08-27
1322782,2017-09-01
1322782,2018-04-01
1322782,2018-05-07
1322782,2018-05-12
1322782,2018-05-17
1322782,2018-05-21
1322782,2018-05-28
1322782,2018-06-06
1322782,2018-06-11
1322782,2018-06-14
1322782,2018-06-18
1322782,2018-06-24
1322782,2018-07-03
1322782,2018-07-11
1322782,2018-07-17
1322782,2018-07-23
1322782,2018-07-27
1322782,2018-08-03
1322782,2018-08-05
1322782,2018-08-10
1322782,2018-08-12
1322782,2018-08-16
1322782,2018-08-19
1322782,2018-09-01
1322782,2018-09-02
1322782,2018-09-07
1322782,2018-09-15
1322782,2018-09-20
1322782,2018-09-28
1322782,2018-09-30
1322782,2019-03-04
1322782,2019-03-08
1322782,2019-03-25
1322782,2019-04-02
1322782,2019-04-08
1322782,2019-04-18
1322782,2019-04-23
1322782,2019-05-01
1322782,2019-05-04
1322782,2019-05-11
1322782,2019-07-03
1322782,2019-07-08
1322782,2019-07-11
1322782,2019-07-15
1322782,2019-07-17
1322782,2019-07-21
1322782,2019-07-23
1322782,2019-08-31
1322782,2019-10-01
1322782,2019-10-06
1322782,2020-07-26
1322782,2020-07-31
1322782,2020-08-17
1322782,2020-10-29
1322782,2021-06-13
1322782,2021-08-08
1322782,2021-08-13
1322782,2021-08-17
1322782,2021-08-23
1322782,2021-08-30
1322782,2021-09-03
1322782,2021-10-07
1322782,2021-10-11
1322782,2021-10-22
1322782,2021-10-28
1322782,2021-11-14
1322782,2022-03-08
1322782,2022-06-23
1322782,2022-07-03
1322782,2022-07-17
1322782,2022-07-26
1322782,2022-08-02
1322782,2022-08-15
1322782,2022-08-26
1322782,2022-09-05
1322782,2022-09-08
1322782,2022-09-23
1322782,2022-09-30
1322782,2023-03-13
1322782,2023-03-16
1322782,2023-03-29
1322782,2023-04-17
1322782,2023-05-01
1322782,2023-05-16
1322782,2023-06-29
1322782,2023-07-02
1322782,2023-07-05
1322782,2023-07-10
1322782,2023-07-16
1322782,2023-07-28
1322782,2023-08-07
1322782,2023-08-21
1322782,2023-08-26
1322782,2023-09-16
1322782,2023-09-24
1322782,2023-10-09
1322782,2023-10-17
1322782,2023-10-24
1322782,2024-04-01
1322782,2024-04-10
1322782,2024-05-04
1322782,2024-05-20
1322782,2024-06-05
1329363,2014-06-19
1329363,2014-07-04
1329363,2014-08-25
1329363,2014-11-23
1329363,2014-12-22
1329363,2015-01-29
1329363,2015-03-01
1329363,2015-03-23
1329363,2015-04-14
1329363,2015-04-26
1329363,2015-08-09
1329363,2015-09-13
1329363,2016-06-05
1329363,2016-09-15
1329363,2017-04-30
1329363,2017-06-24
1329363,2017-06-29
1329363,2017-09-30
1329363,2018-06-29
1329363,2018-07-09
1329363,2018-07-16
1329363,2018-07-25
1329363,2018-07-28
1329363,2018-08-03
1329363,2018-11-16
1329363,2018-12-07
1329363,2019-07-02
1329363,2019-07-09
1329363,2019-07-27
1329363,2020-02-22
1329363,2020-04-26
1329363,2020-07-02
1329363,2020-07-14
1329363,2021-04-30
1329363,2021-08-20
1329363,2022-04-01
1329363,2022-05-01
1329363,2022-05-13
1329363,2022-05-16
1329363,2022-05-22
1329363,2022-05-30
1329363,2022-06-04
1329363,2022-06-10
1329363,2022-07-01
1329363,2022-07-11
1329363,2022-07-14
1329363,2022-07-17
1329363,2022-07-22
1329363,2022-07-31
1329363,2022-08-08
1329363,2022-08-11
1329363,2022-08-16
1329363,2022-08-31
1329363,2022-09-29
1329363,2022-10-12
1329363,2023-01-27
1329363,2023-03-03
1329363,2023-04-09
1329363,2023-04-17
1329363,2023-04-22
1329363,2023-04-27
1329363,2023-04-30
1329363,2023-05-03
1329363,2023-05-08
1329363,2023-05-12
1329363,2023-05-18
1329363,2023-06-01
1329363,2023-06-04
1329363,2023-07-01
1329363,2023-07-17
1329363,2023-08-01
1329363,2023-08-06
1329363,2023-08-26
1329363,2023-08-30
1329363,2023-09-19
1329363,2023-09-24
1329363,2023-10-16
1329363,2023-11-06
1403364,2013-11-05
1403364,2013-11-18
1403364,2013-12-08
1403364,2014-01-13
1403364,2014-01-20
1403364,2014-01-29
1403364,2014-02-08
1403364,2014-02-10
1403364,2014-02-20
1403364,2014-03-09
1403364,2014-03-10
1403364,2014-03-30
1403364,2014-04-09
1403364,2014-04-11
1403364,2014-04-13
1403364,2014-04-27
1403364,2014-04-28
1403364,2014-05-17
1403364,2014-05-20
1403364,2014-05-26
1403364,2014-06-07
1403364,2014-06-12
1403364,2014-06-14
1403364,2014-06-16
1403364,2014-06-18
1403364,2014-06-20
1403364,2014-06-22
1403364,2014-07-11
1403364,2014-07-22
1403364,2014-08-11
1403364,2014-08-14
1403364,2014-08-22
1403364,2014-08-24
1403364,2014-08-28
1403364,2014-09-02
1403364,2014-09-07
1403364,2014-09-29
1403364,2014-10-07
1403364,2014-10-11
1403364,2014-10-14
1403364,2014-10-20
1403364,2014-11-01
1403364,2014-11-04
1403364,2014-11-07
1403364,2014-11-08
1403364,2014-11-12
1403364,2014-11-16
1403364,2014-11-19
1403364,2014-11-21
1403364,2014-11-23
1403364,2014-12-07
1403364,2014-12-17
1403364,2014-12-20
1403364,2014-12-29
1403364,2015-01-07
1403364,2015-01-30
1403364,2015-02-03
1403364,2015-02-15
1403364,2015-02-20
1403364,2015-02-22
1403364,2015-02-23
1403364,2015-02-27
1403364,2015-03-02
1403364,2015-03-04
1403364,2015-03-05
1403364,2015-03-16
1403364,2015-03-25
1403364,2015-03-29
1403364,2015-04-03
1403364,2015-04-04
1403364,2015-04-05
1403364,2015-04-08
1403364,2015-04-13
1403364,2015-04-18
1403364,2015-04-20
1403364,2015-04-22
1403364,2015-04-25
1403364,2015-04-27
1403364,2015-04-30
1403364,2015-05-03
1403364,2015-05-04
1403364,2015-05-06
1403364,2015-05-11
1403364,2015-05-17
1403364,2015-06-05
1403364,2015-06-13
1403364,2015-06-15
1403364,2015-06-19
1403364,2015-06-30
1403364,2015-07-15
1403364,2015-07-18
1403364,2015-07-19
1403364,2015-08-12
1403364,2015-08-19
1403364,2015-08-23
1403364,2015-08-25
1403364,2015-09-02
1403364,2015-09-10
1403364,2015-09-11
1403364,2015-09-14
1403364,2015-09-24
1403364,2015-10-01
1403364,2015-10-05
1403364,2015-10-06
1403364,2015-10-08
1403364,2015-10-14
1403364,2015-10-26
1403364,2015-10-28
1403364,2015-11-07
1403364,2015-11-09
1403364,2015-11-13
1403364,2015-11-15
1403364,2015-12-06
1403364,2015-12-15
1403364,2015-12-18
1403364,2015-12-19
1403364,2016-01-02
1403364,2016-01-05
1403364,2016-01-05
1403364,2016-01-19
1403364,2016-01-31
1403364,2016-02-05
1403364,2016-02-09
1403364,2016-02-11
1403364,2016-02-13
1403364,2016-02-22
1403364,2016-02-24
1403364,2016-02-26
1403364,2016-03-05
1403364,2016-03-08
1403364,2016-03-15
1403364,2016-03-16
1403364,2016-03-18
1403364,2016-03-22
1403364,2016-03-24
1403364,2016-03-30
1403364,2016-04-01
1403364,2016-04-04
1403364,2016-04-10
1403364,2016-04-14
1403364,2016-04-15
1403364,2016-04-17
1403364,2016-04-20
1403364,2016-04-21
1403364,2016-04-28
1403364,2016-04-29
1403364,2016-05-01
1403364,2016-05-02
1403364,2016-05-05
1403364,2016-05-08
1403364,2016-05-13
1403364,2016-05-14
1403364,2016-05-29
1403364,2016-06-04
1403364,2016-06-06
1403364,2016-06-08
1403364,2016-06-18
1403364,2016-06-20
1403364,2016-06-21
1403364,2016-06-30
1403364,2016-07-04
1403364,2016-07-05
1403364,2016-07-14
1403364,2016-07-15
1403364,2016-07-17
1403364,2016-07-19
1403364,2016-07-25
1403364,2016-07-27
1403364,2016-07-27
1403364,2016-08-12
1403364,2016-08-14
1403364,2016-08-18
1403364,2016-08-19
1403364,2016-08-21
1403364,2016-08-23
1403364,2016-08-29
1403364,2016-09-12
1403364,2016-09-13
1403364,2016-09-15
1403364,2016-09-21
1403364,2016-10-05
1403364,2016-10-08
1403364,2016-10-11
1403364,2016-10-14
1403364,2016-10-15
1403364,2016-10-18
1403364,2016-10-26
1403364,2016-10-27
1403364,2016-11-03
1403364,2016-11-05
1403364,2016-11-13
1403364,2016-11-13
1403364,2016-11-20
1403364,2016-11-24
1403364,2016-11-25
1403364,2016-11-28
1403364,2016-12-12
1403364,2016-12-19
1403364,2016-12-20
1403364,2016-12-24
1403364,2017-01-08
1403364,2017-01-11
1403364,2017-01-23
1403364,2017-01-26
1403364,2017-02-05
1403364,2017-02-17
1403364,2017-02-25
1403364,2017-03-05
1403364,2017-03-12
1403364,2017-03-19
1403364,2017-03-24
1403364,2017-03-27
1403364,2017-04-02
1403364,2017-04-08
1403364,2017-04-09
1403364,2017-04-12
1403364,2017-04-15
1403364,2017-04-16
1403364,2017-04-19
1403364,2017-04-26
1403364,2017-05-02
1403364,2017-05-19
1403364,2017-05-21
1403364,2017-05-23
1403364,2017-05-26
1403364,2017-05-29
1403364,2017-05-30
1403364,2017-06-01
1403364,2017-06-05
1403364,2017-06-06
1403364,2017-06-10
1403364,2017-06-12
1403364,2017-06-16
1403364,2017-06-19
1403364,2017-06-21
1403364,2017-06-25
1403364,2017-07-10
1403364,2017-07-12
1403364,2017-07-27
1403364,2017-08-16
1403364,2017-08-25
1403364,2017-08-28
1403364,2017-08-30
1403364,2017-08-31
1403364,2017-09-03
1403364,2017-09-14
1403364,2017-09-17
1403364,2017-09-22
1403364,2017-09-23
1403364,2017-09-29
1403364,2017-10-02
1403364,2017-10-08
1403364,2017-10-10
1403364,2017-10-12
1403364,2017-10-22
1403364,2017-10-24
1403364,2017-10-25
1403364,2017-10-31
1403364,2017-11-10
1403364,2017-11-22
1403364,2017-11-23
1403364,2017-11-26
1403364,2017-12-02
1403364,2017-12-09
1403364,2017-12-23
1403364,2018-01-03
1403364,2018-01-04
1403364,2018-01-06
1403364,2018-01-07
1403364,2018-01-14
1403364,2018-02-04
1403364,2018-02-10
1403364,2018-02-12
1403364,2018-02-13
1403364,2018-02-15
1403364,2018-02-19
1403364,2018-02-20
1403364,2018-03-07
1403364,2018-03-11
1403364,2018-03-19
1403364,2018-04-02
1403364,2018-04-03
1403364,2018-04-06
1403364,2018-04-14
1403364,2018-05-06
1403364,2018-05-13
1403364,2018-06-08
1403364,2018-06-09
1403364,2018-06-29
1403364,2018-06-30
1403364,2018-07-01
1403364,2018-07-04
1403364,2018-07-08
1403364,2018-07-12
1403364,2018-07-20
1403364,2018-08-19
1403364,2018-08-27
1403364,2018-08-31
1403364,2018-09-15
1403364,2018-09-16
1403364,2018-09-23
1403364,2018-09-30
1403364,2018-10-06
1403364,2018-10-09
1403364,2018-10-17
1403364,2018-10-21
1403364,2018-10-24
1403364,2018-11-04
1403364,2018-11-25
1403364,2018-11-26
1403364,2018-11-30
1403364,2018-12-16
1403364,2018-12-23
1403364,2018-12-27
1403364,2018-12-28
1403364,2018-12-29
1403364,2018-12-31
1403364,2019-01-04
1403364,2019-01-08
1403364,2019-01-13
1403364,2019-01-19
1403364,2019-01-28
1403364,2019-02-07
1403364,2019-02-09
1403364,2019-02-17
1403364,2019-03-04
1403364,2019-03-05
1403364,2019-03-10
1403364,2019-04-09
1403364,2019-04-11
1403364,2019-04-14
1403364,2019-04-16
1403364,2019-04-22
1403364,2019-06-21
1403364,2019-07-04
1403364,2019-07-23
1403364,2019-08-25
1403364,2019-08-27
1403364,2019-11-08
1403364,2019-11-17
1403364,2019-11-22
1403364,2019-11-28
1403364,2019-12-01
1403364,2019-12-08
1403364,2019-12-15
1403364,2020-01-24
1403364,2020-02-02
1403364,2020-02-09
1403364,2020-02-22
1403364,2020-02-28
1403364,2020-03-29
1403364,2020-07-28
1403364,2020-08-12
1403364,2020-08-14
1403364,2020-08-30
1403364,2020-10-04
1403364,2020-11-02
1403364,2020-11-22
1403364,2020-11-29
1403364,2021-02-07
1403364,2021-02-14
1403364,2021-03-07
1403364,2021-05-16
1403364,2021-07-11
1403364,2021-07-14
1403364,2021-07-16
1403364,2021-07-18
1403364,2021-07-23
1403364,2021-07-25
1403364,2021-07-28
1403364,2021-08-01
1403364,2021-08-08
1403364,2021-08-13
1403364,2021-08-16
1403364,2021-08-18
1403364,2021-08-21
1403364,2021-08-23
1403364,2021-08-28
1403364,2021-08-30
1403364,2021-09-03
1403364,2021-09-07
1403364,2021-09-10
1403364,2021-09-15
1403364,2021-09-17
1403364,2021-09-25
1403364,2021-09-27
1403364,2021-10-01
1403364,2021-10-03
1403364,2021-10-05
1403364,2021-10-11
1403364,2021-10-15
1403364,2021-10-20
1403364,2021-10-22
1403364,2021-10-24
1403364,2021-10-26
1403364,2021-10-28
1403364,2021-10-30
1403364,2021-11-04
1403364,2021-11-07
1403364,2021-11-10
1403364,2021-11-20
1403364,2021-11-26
1403364,2021-11-28
1403364,2021-12-03
1403364,2021-12-05
1403364,2021-12-12
1403364,2021-12-19
1403364,2021-12-30
1403364,2022-01-01
1403364,2022-01-07
1403364,2022-01-10
1403364,2022-01-23
1403364,2022-02-01
1403364,2022-02-06
1403364,2022-02-20
1403364,2022-02-22
1403364,2022-02-27
1403364,2022-03-01
1403364,2022-05-31
1403364,2022-06-03
1403364,2022-06-05
1403364,2022-06-09
1403364,2022-06-11
1403364,2022-06-13
1403364,2022-06-16
1403364,2022-06-18
1403364,2022-06-23
1403364,2022-06-25
1403364,2022-06-28
1403364,2022-07-01
1403364,2022-07-03
1403364,2022-07-07
1403364,2022-07-11
1403364,2022-07-14
1403364,2022-07-17
1403364,2022-07-19
1403364,2022-07-29
1403364,2022-07-31
1403364,2022-08-03
1403364,2022-08-06
1403364,2022-08-08
1403364,2022-08-17
1403364,2022-08-19
1403364,2022-08-21
1403364,2022-08-27
1403364,2022-08-29
1403364,2022-09-02
1403364,2022-09-05
1403364,2022-09-07
1403364,2022-09-11
1403364,2022-09-15
1403364,2022-09-19
1403364,2022-09-22
1403364,2022-09-26
1403364,2022-10-02
1403364,2022-10-05
1403364,2022-10-09
1403364,2022-10-13
1403364,2022-10-16
1403364,2022-10-19
1403364,2022-10-25
1403364,2022-10-29
1403364,2022-10-31
1403364,2022-11-02
1403364,2022-11-05
1403364,2022-11-23
1403364,2022-12-06
1403364,2022-12-11
1403364,2022-12-14
1403364,2022-12-17
1403364,2022-12-19
1403364,2023-01-02
1403364,2023-01-04
1403364,2023-01-06
1403364,2023-01-08
1403364,2023-01-22
1403364,2023-01-29
1403364,2023-02-06
1403364,2023-02-10
1403364,2023-02-17
1403364,2023-02-19
1403364,2023-02-23
1403364,2023-02-26
1403364,2023-03-02
1403364,2023-03-04
1403364,2023-03-06
1403364,2023-03-08
1403364,2023-03-11
1403364,2023-03-14
1403364,2023-03-17
1403364,2023-03-19
1403364,2023-03-21
1403364,2023-03-23
1403364,2023-03-25
1403364,2023-03-29
1403364,2023-04-04
1403364,2023-04-10
1403364,2023-04-17
1403364,2023-04-22
1403364,2023-04-24
1403364,2023-04-26
1403364,2023-04-28
1403364,2023-05-01
1403364,2023-05-05
1403364,2023-05-07
1403364,2023-05-09
1403364,2023-05-12
1403364,2023-05-14
1403364,2023-05-16
1403364,2023-05-21
1403364,2023-05-27
1403364,2023-05-29
1403364,2023-06-02
1403364,2023-06-04
1403364,2023-06-06
1403364,2023-06-11
1403364,2023-06-13
1403364,2023-06-15
1403364,2023-06-20
1403364,2023-06-23
1403364,2023-07-02
1403364,2023-07-12
1403364,2023-07-17
1403364,2023-07-28
1403364,2023-07-30
1403364,2023-08-05
1403364,2023-08-14
1403364,2023-08-17
1403364,2023-08-20
1403364,2023-08-23
1403364,2023-08-25
1403364,2023-08-27
1403364,2023-08-30
1403364,2023-09-03
1403364,2023-09-06
1403364,2023-09-10
1403364,2023-09-12
1403364,2023-09-19
1403364,2023-09-22
1403364,2023-09-24
1403364,2023-09-26
1403364,2023-09-28
1403364,2023-10-03
1403364,2023-10-07
1403364,2023-10-14
1403364,2023-10-17
1403364,2023-10-22
1403364,2023-10-26
1403364,2023-11-05
1403364,2023-11-12
1403364,2023-11-17
1403364,2023-11-19
1403364,2023-11-29
1403364,2023-12-08
1403364,2023-12-10
1403364,2023-12-16
1403364,2023-12-23
1403364,2024-01-01
1403364,2024-01-04
1403364,2024-01-11
1403364,2024-01-14
1403364,2024-01-26
1403364,2024-01-28
1403364,2024-02-09
1403364,2024-02-12
1403364,2024-02-18
1403364,2024-02-20
1403364,2024-02-23
1403364,2024-02-26
1403364,2024-03-09
1403364,2024-03-12
1403364,2024-03-16
1403364,2024-03-19
1403364,2024-03-23
1403364,2024-03-29
1403364,2024-04-01
1403364,2024-04-08
1403364,2024-04-15
1403364,2024-04-22
1403364,2024-04-25
1403364,2024-04-28
1403364,2024-04-30
1403364,2024-05-04
1403364,2024-05-10
1403364,2024-05-12
1403364,2024-05-15
1403364,2024-05-26
1403364,2024-06-02
1403364,2024-06-06
1403364,2024-06-10
1403364,2024-06-17
1436796,2016-02-21
1436796,2016-04-22
1436796,2016-05-20
1436796,2016-06-23
1436796,2016-08-04
1436796,2016-08-18
1436796,2016-08-22
1436796,2016-08-27
1436796,2016-09-26
1436796,2016-11-15
1436796,2016-12-07
1436796,2017-01-23
1436796,2017-02-05
1436796,2017-04-16
1436796,2017-04-26
1436796,2017-09-02
1436796,2017-09-13
1436796,2017-09-18
1436796,2017-10-04
1436796,2017-10-10
1436796,2017-10-23
1436796,2017-11-02
1436796,2018-01-26
1436796,2018-03-21
1436796,2018-05-11
1436796,2018-09-03
1436796,2018-09-14
1436796,2018-09-20
1436796,2018-10-27
1436796,2018-11-11
1436796,2018-11-19
1436796,2018-12-08
1436796,2019-01-04
1436796,2019-01-24
1436796,2019-02-10
1436796,2019-05-29
1436796,2019-06-10
1436796,2019-06-18
1436796,2019-08-17
1436796,2019-08-20
1436796,2019-09-25
1436796,2019-10-11
1436796,2019-11-15
1436796,2019-12-19
1436796,2019-12-21
1436796,2019-12-30
1436796,2020-02-02
1436796,2020-07-07
1436796,2020-08-24
1436796,2022-06-13
1436796,2022-07-17
1436796,2022-11-21
1436796,2022-12-12
1436796,2023-06-19
1436796,2023-09-04
1436796,2023-11-18
1436796,2024-02-23
1436796,2024-02-26
1436796,2024-03-01
1439548,2013-09-06
1439548,2013-10-21
1439548,2013-12-28
1439548,2014-02-22
1439548,2014-08-09
1439548,2014-09-14
1439548,2014-09-23
1439548,2014-10-21
1439548,2014-12-19
1439548,2015-03-01
1439548,2015-03-08
1439548,2015-03-29
1439548,2015-04-15
1439548,2015-04-26
1439548,2015-05-03
1439548,2015-05-07
1439548,2015-05-10
1439548,2015-05-17
1439548,2015-06-12
1439548,2015-06-26
1439548,2015-06-27
1439548,2015-06-28
1439548,2015-07-26
1439548,2015-08-05
1439548,2015-08-10
1439548,2015-08-24
1439548,2015-09-21
1439548,2015-09-23
1439548,2015-09-27
1439548,2015-10-08
1439548,2015-10-13
1439548,2015-10-24
1439548,2015-12-04
1439548,2015-12-21
1439548,2016-01-11
1439548,2016-01-21
1439548,2016-03-18
1439548,2016-03-25
1439548,2016-04-02
1439548,2016-04-06
1439548,2016-04-11
1439548,2016-04-20
1439548,2016-04-24
